withdrawal,sj515928,83.99
withdrawal,vj545936,441.70
deposit,wl823738,638.11
deposit,ex545168,756.18
withdrawal,sm937395,459.14
withdrawal,hj713772,651.43
deposit,xr636065,347.80
deposit,ff249308,800.31
withdrawal,aa291559,685.34
withdrawal,ya677058,804.81
deposit,eo354253,714.39
deposit,om825555,891.87
withdrawal,sj758281,628.29
deposit,vx482996,840.72
deposit,zo598023,362.73
withdrawal,yh791790,809.48
withdrawal,up835531,443.87
deposit,zp204191,192.01
withdrawal,dl862878,691.60
withdrawal,vy250358,460.47
withdrawal,nk519785,955.89
deposit,mb318341,36.14
withdrawal,ka205102,675.49
deposit,sw222292,387.05
deposit,yf506972,888.36
withdrawal,ip228387,152.84
withdrawal,ua232082,357.70
withdrawal,kw843649,656.08
deposit,lb717748,942.44
deposit,ao886047,438.60
deposit,ta521361,202.65
deposit,yl434099,426.45
deposit,lb717748,524.44
deposit,hh566009,927.02
withdrawal,gg760394,530.34
deposit,zj335065,872.04
withdrawal,nr462828,177.77
deposit,vl546169,807.81
deposit,jj732263,850.92
withdrawal,th941945,610.96
withdrawal,nh529233,147.51
withdrawal,ig525784,396.49
withdrawal,wi395548,657.35
withdrawal,zj702604,983.48
deposit,zp204191,244.90
deposit,nq350637,547.65
withdrawal,hn863963,970.10
deposit,sd208701,945.56
withdrawal,ta483500,764.18
deposit,ex545168,588.03
withdrawal,ux833041,185.81
deposit,fd789053,973.44
withdrawal,ms323255,234.08
deposit,ie621775,972.31
deposit,st788769,757.77
withdrawal,md866677,354.23
deposit,se184312,563.02
deposit,dc766094,924.88
withdrawal,se184312,680.48
withdrawal,eh661072,815.27
withdrawal,qg585871,119.77
withdrawal,mz565781,817.08
deposit,zp204191,556.43
withdrawal,id676553,740.81
deposit,nq350637,830.66
withdrawal,xo761414,870.80
deposit,ip228387,935.54
deposit,tc759325,286.84
deposit,nz748925,63.44
withdrawal,qz941967,556.30
withdrawal,iz472983,967.96
deposit,kz986651,891.00
deposit,ia669926,491.64
deposit,ff201779,11.65
withdrawal,ua253120,337.68
withdrawal,tv868675,74.61
withdrawal,sd208701,871.27
withdrawal,rh120800,584.06
deposit,tx224661,542.11
withdrawal,ss597466,710.39
withdrawal,vx482996,932.62
deposit,jf380789,70.01
deposit,ux833041,466.56
deposit,qe888814,14.36
withdrawal,nz290989,671.83
withdrawal,fd789053,574.19
withdrawal,yn915358,188.89
deposit,ta521361,598.49
withdrawal,wj870246,395.27
withdrawal,jw245662,64.12
deposit,ua253120,714.49
withdrawal,ub443160,402.57
deposit,ta521361,390.32
deposit,vy365449,169.78
deposit,vq974543,671.70
withdrawal,ke228476,934.62
deposit,zj992833,421.42
deposit,ua232082,435.74
withdrawal,sz220995,170.69
withdrawal,ig963906,247.41
deposit,zj702604,495.84
withdrawal,bq779016,890.17
withdrawal,df142313,475.49
withdrawal,ua253120,764.07
withdrawal,kc255358,633.72
deposit,vm423150,33.70
withdrawal,zf700740,368.60
deposit,ff249308,407.10
deposit,yf506972,783.89
withdrawal,ub443160,344.01
withdrawal,ev520081,67.92
withdrawal,jf380789,906.81
deposit,os576633,189.35
withdrawal,ri770088,300.33
deposit,ay453697,270.99
deposit,zj335065,904.69
withdrawal,zc499993,263.45
withdrawal,ub443160,348.23
deposit,ja127185,155.43
deposit,ny396235,121.11
deposit,hm817869,424.67
withdrawal,jf380789,558.41
deposit,sh856684,94.92
deposit,hh566009,714.86
deposit,zx114329,566.92
withdrawal,he669924,275.51
withdrawal,yw635717,692.74
deposit,nh529233,333.21
deposit,mp759295,895.65
withdrawal,qb235683,98.58
deposit,wj870246,803.82
withdrawal,ye945342,196.06
withdrawal,gl868289,492.92
deposit,gn184256,49.20
withdrawal,yw635717,879.96
deposit,ym890403,747.83
withdrawal,rw288243,554.77
withdrawal,kw843649,227.34
withdrawal,nr462828,374.91
deposit,ua790606,500.55
deposit,fd789053,263.60
deposit,wc703257,807.26
withdrawal,nn815052,934.70
withdrawal,lf877239,924.54
withdrawal,tw668541,701.48
withdrawal,kv697704,412.78
deposit,gn184256,837.94
withdrawal,ye945342,475.79
withdrawal,vi430538,117.58
withdrawal,ir605298,740.04
deposit,as898560,81.50
withdrawal,cd509390,774.84
deposit,vy250358,284.58
deposit,aa291559,95.15
withdrawal,ff201779,732.96
withdrawal,ef883787,885.75
deposit,ys570572,746.58
withdrawal,hx146890,870.73
withdrawal,ti960627,262.43
withdrawal,es461694,529.57
withdrawal,jj732263,101.52
withdrawal,pz322999,500.02
deposit,zd994406,649.08
withdrawal,mm139416,929.05
deposit,wl434224,558.75
withdrawal,qg585871,594.26
deposit,sl488233,569.35
deposit,uw197890,502.39
withdrawal,wz240833,176.84
deposit,po211385,821.06
withdrawal,vm423150,803.73
withdrawal,qy320156,740.47
withdrawal,jz385253,496.56
withdrawal,tv868675,482.97
deposit,sg814182,364.30
withdrawal,zp204191,254.96
deposit,im267640,46.02
deposit,io692485,484.16
withdrawal,ob430224,985.76
deposit,sm445325,236.84
withdrawal,vc906780,492.46
withdrawal,ff249308,149.47
deposit,ye945342,358.46
deposit,mf321144,992.55
deposit,sa800838,557.32
deposit,xx487666,407.09
deposit,as898560,238.41
withdrawal,cl855857,822.84
deposit,ig525784,16.49
withdrawal,fg506562,704.72
withdrawal,ff159137,745.94
deposit,jw598210,809.65
deposit,ww688503,917.17
deposit,zf700740,959.47
withdrawal,pc432548,733.33
withdrawal,yc500519,103.95
withdrawal,xx487666,835.62
deposit,gg760394,652.79
withdrawal,sp966551,72.48
deposit,mi131700,926.31
deposit,qb235683,945.67
withdrawal,zj992833,701.17
withdrawal,iv613624,51.55
deposit,in393824,574.96
deposit,tr105717,700.84
deposit,lr123706,373.03
deposit,zd994406,596.88
withdrawal,po211385,319.72
withdrawal,wl434224,64.96
deposit,up612655,181.62
deposit,vi430538,118.75
deposit,bt293182,699.29
withdrawal,oe615189,976.48
deposit,hh566009,703.65
deposit,ms323255,422.29
deposit,hu872967,326.88
withdrawal,tx224661,973.84
withdrawal,uj417690,55.69
withdrawal,bt445644,650.70
deposit,tx224661,808.71
withdrawal,sg223394,386.87
withdrawal,sq741404,714.89
deposit,xk663502,562.86
deposit,xu926691,351.34
deposit,sj515928,354.28
deposit,qo618461,85.60
withdrawal,fv958839,358.49
deposit,rt476393,113.95
deposit,yl434099,419.52
withdrawal,mq615277,648.64
deposit,ay738242,395.56
withdrawal,zp204191,680.92
withdrawal,ri770088,591.81
deposit,lp657369,75.77
deposit,zo598023,681.32
deposit,ss597466,101.13
withdrawal,ef883787,260.56
withdrawal,uj585741,708.08
deposit,bp505838,932.48
withdrawal,bt445644,422.71
withdrawal,uy777243,211.58
withdrawal,mr771695,209.87
withdrawal,xk663502,987.42
deposit,qb957218,337.36
deposit,dy781687,519.33
withdrawal,te868782,477.84
deposit,fa371776,853.01
withdrawal,vy250358,332.62
deposit,lb717748,360.54
deposit,lz888969,356.29
deposit,uo666252,863.95
withdrawal,uf344501,741.86
deposit,sl488233,694.34
deposit,bt445644,35.26
deposit,id676553,543.41
withdrawal,hx146890,124.30
deposit,op241131,725.32
withdrawal,qb957218,613.40
deposit,rw288243,828.16
withdrawal,oe615189,358.03
withdrawal,io692485,214.79
deposit,la951653,593.58
withdrawal,ev520081,446.74
withdrawal,yf506972,221.61
deposit,hw819360,328.04
deposit,lb717748,570.66
withdrawal,kv144704,594.79
deposit,zc499993,485.77
withdrawal,hq774471,511.08
deposit,gl868289,526.19
deposit,gb505437,116.58
withdrawal,cz965808,652.62
withdrawal,lb717748,699.94
deposit,xv821681,137.17
withdrawal,ny418398,768.26
deposit,gb505437,452.29
withdrawal,ir605298,774.78
withdrawal,te868782,888.88
deposit,ca696497,329.97
deposit,xu877837,414.67
deposit,ie621775,19.61
withdrawal,ms323255,914.13
withdrawal,nh869874,673.78
deposit,mw541310,501.76
deposit,uy811249,285.99
deposit,xr636065,532.21
withdrawal,rs599476,466.86
deposit,sd208701,479.12
withdrawal,rs599476,178.07
deposit,tr105717,963.48
withdrawal,bd385811,934.98
withdrawal,mb318341,259.14
withdrawal,xy966784,981.87
withdrawal,am798528,277.89
deposit,bt293182,480.92
deposit,if132802,93.54
withdrawal,zc499993,545.68
withdrawal,vq974543,183.37
deposit,iz472983,702.58
deposit,dl862878,98.83
withdrawal,yh791790,987.17
withdrawal,lz888969,802.95
deposit,nk434614,871.34
withdrawal,ta521361,811.08
withdrawal,mw852894,104.17
withdrawal,yg107456,434.30
withdrawal,sa800838,637.19
deposit,bf462984,131.82
withdrawal,jd899656,472.34
deposit,df142313,692.85
deposit,lf877239,774.05
withdrawal,ht797058,441.11
withdrawal,mw541310,120.87
deposit,gx323914,769.89
deposit,oj677786,253.74
deposit,zz653714,316.47
deposit,ua253120,195.44
deposit,hu247682,676.90
deposit,xm211009,792.99
withdrawal,st788769,257.79
withdrawal,yn915358,679.32
deposit,lx568657,913.78
deposit,yh607238,927.15
withdrawal,jz385253,508.34
deposit,uj417690,133.64
withdrawal,kc255358,780.60
deposit,tx224661,69.18
withdrawal,cd509390,169.61
deposit,pw670207,987.06
deposit,vx482996,847.52
deposit,ti645705,637.16
withdrawal,oh223982,505.93
deposit,nh285295,412.71
deposit,xx487666,755.37
deposit,oh606599,217.81
deposit,qo618461,574.20
withdrawal,pd784404,124.78
withdrawal,cz965808,150.06
withdrawal,hm817869,748.96
withdrawal,tt154378,773.78
deposit,dp101109,971.22
deposit,ny418398,457.81
withdrawal,rw288243,406.68
withdrawal,fv958839,639.79
deposit,ai328877,269.56
deposit,ym890403,168.92
deposit,eh661072,398.43
deposit,cz965808,134.21
withdrawal,sq741404,270.36
withdrawal,as898560,237.87
withdrawal,rk404971,647.52
withdrawal,tx835396,529.51
deposit,kc402077,189.77
deposit,zp204191,628.39
withdrawal,aa291559,401.60
withdrawal,ip228387,806.89
deposit,lb717748,327.63
deposit,lm253103,95.27
deposit,mz443755,337.37
withdrawal,vf611862,418.77
withdrawal,yn915358,219.45
withdrawal,lm940986,825.21
deposit,xv821681,409.43
deposit,lc804754,965.98
withdrawal,wt710579,506.68
withdrawal,sl531914,473.14
withdrawal,nk969651,742.00
deposit,gv960171,513.25
withdrawal,pm349473,627.14
deposit,nn815052,27.52
withdrawal,hx146890,851.96
withdrawal,sm937395,789.14
deposit,qh730367,948.01
deposit,sh856684,42.08
deposit,uk330247,785.75
withdrawal,ig525784,650.04
deposit,wl434224,549.28
deposit,gq863782,507.44
withdrawal,zp204191,287.29
deposit,jw245662,901.80
withdrawal,ip228387,903.20
withdrawal,uy777243,92.11
withdrawal,nh529233,636.15
withdrawal,tj308778,410.12
deposit,iv613624,239.61
withdrawal,qb235683,66.67
deposit,nq350637,747.74
withdrawal,cr467080,83.11
deposit,yg323817,837.99
deposit,gb505437,978.68
withdrawal,pr470955,210.71
withdrawal,ze572689,210.58
deposit,gb946504,539.98
withdrawal,qe888814,957.45
deposit,xu877837,462.42
deposit,qz918676,174.59
withdrawal,ss597466,147.49
deposit,px966244,737.12
deposit,zc499993,653.88
withdrawal,ww688503,425.85
deposit,xo761414,651.73
withdrawal,id676553,880.23
deposit,mw541310,76.77
withdrawal,gq777329,920.56
deposit,dp101109,52.87
withdrawal,jf380789,164.60
deposit,rc600066,128.13
deposit,ht797058,986.29
deposit,rl427190,267.25
withdrawal,dy781687,410.53
withdrawal,ht797058,585.30
withdrawal,tr105717,126.12
withdrawal,uw197890,767.22
deposit,uj585741,107.46
deposit,rl427190,81.61
withdrawal,pr470955,677.67
deposit,nu400558,438.41
deposit,qq260786,630.46
withdrawal,yl434099,587.12
withdrawal,vx482996,358.37
deposit,up835531,237.63
deposit,qs514835,681.56
deposit,bs625050,258.54
withdrawal,nz748925,102.25
withdrawal,yi152951,507.47
deposit,am798528,860.36
withdrawal,ua790606,250.38
deposit,zd994406,70.32
deposit,ux839899,180.12
withdrawal,uw197890,397.30
deposit,ze116354,982.46
deposit,jd899656,366.21
withdrawal,mf321144,269.39
deposit,es145199,472.27
withdrawal,pr635585,470.17
withdrawal,uo666252,713.21
deposit,zx786512,726.78
deposit,tc759325,451.65
deposit,vf611862,259.40
deposit,cr467080,287.42
deposit,ja127185,151.33
deposit,tv868675,27.40
deposit,lx568657,700.36
withdrawal,se184312,848.34
withdrawal,xv821681,864.70
withdrawal,gl868289,240.78
withdrawal,na324874,414.22
withdrawal,sd208701,927.39
withdrawal,dp101109,952.18
withdrawal,tz456552,600.58
deposit,tj308778,445.89
withdrawal,hj713772,523.07
deposit,jw598210,211.02
withdrawal,ym890403,372.98
withdrawal,pw670207,659.55
withdrawal,ob430224,702.37
deposit,tf922589,611.82
withdrawal,qs514835,482.02
deposit,qb957218,686.70
deposit,tf922589,56.88
withdrawal,bs625050,692.46
deposit,eh661072,565.04
deposit,ya677058,321.62
withdrawal,pv323716,364.93
withdrawal,tc759325,611.41
deposit,om825555,121.94
deposit,mb318341,652.32
withdrawal,fa591940,521.49
withdrawal,yd265815,380.62
deposit,ng982918,154.43
deposit,ng636793,840.09
deposit,if132802,219.71
withdrawal,zp204191,795.08
deposit,jf380789,725.57
withdrawal,bp505838,995.02
withdrawal,sj515928,609.59
withdrawal,ex545168,655.02
withdrawal,tv868675,950.61
withdrawal,pz322999,355.89
deposit,ta521361,55.52
deposit,zf412787,517.27
withdrawal,cz965808,211.40
deposit,vi430538,601.17
withdrawal,bp725700,447.62
withdrawal,tx224661,112.30
deposit,ay738242,927.36
withdrawal,dr169375,439.32
deposit,cd428747,718.31
deposit,fa591940,535.52
deposit,he669924,867.83
withdrawal,gl866732,723.26
deposit,pz322999,509.35
withdrawal,ql661017,538.46
deposit,fw431659,651.70
deposit,wj826111,772.00
withdrawal,jb675667,348.43
withdrawal,ub443160,191.69
deposit,ig525784,962.92
withdrawal,na324874,475.83
withdrawal,cs482001,753.03
withdrawal,ye569395,169.66
deposit,nk434614,796.73
withdrawal,vy365449,653.49
withdrawal,ms323255,117.54
deposit,cp213949,24.58
withdrawal,mw541310,804.68
withdrawal,hq624473,972.76
withdrawal,ti960627,255.62
withdrawal,yc500519,789.23
withdrawal,ia669926,788.88
withdrawal,ze572689,762.64
withdrawal,jp389006,835.20
deposit,wz240833,488.16
deposit,xv821681,534.49
deposit,lb717748,366.00
withdrawal,jl666941,703.27
deposit,ny418398,321.22
withdrawal,gx323914,57.45
deposit,gq777329,764.00
deposit,zq388703,456.91
withdrawal,ce650119,930.21
withdrawal,pv323716,51.08
withdrawal,ke228476,270.43
deposit,pm349473,365.07
deposit,ub443160,558.74
withdrawal,sz220995,267.29
deposit,vl546169,595.85
deposit,ns925478,970.75
deposit,ri770088,795.34
withdrawal,wl823738,674.67
withdrawal,pr635585,361.45
withdrawal,jj732263,760.20
withdrawal,he669924,471.37
deposit,rk404971,598.74
withdrawal,ux833041,599.59
withdrawal,ng982918,212.95
withdrawal,ir605298,727.74
withdrawal,uo356141,439.92
deposit,tw668541,841.04
deposit,mz565781,605.53
deposit,tt154378,591.93
deposit,bh990490,841.15
deposit,ip228387,229.23
withdrawal,qz918676,208.03
deposit,ww688503,480.37
withdrawal,yg107456,904.00
withdrawal,mi663991,129.39
deposit,sh856684,237.20
withdrawal,ct405641,833.91
deposit,fu854050,967.24
deposit,vy250358,201.42
deposit,os576633,706.06
deposit,fg506562,248.61
withdrawal,xr470552,390.41
withdrawal,me524056,229.68
deposit,wn924632,163.40
withdrawal,zc499993,462.43
withdrawal,mw852894,406.73
deposit,vc906780,885.74
withdrawal,mp759295,74.31
deposit,yc500519,960.44
deposit,zo598023,839.66
withdrawal,ya677058,859.97
deposit,ym890403,691.62
deposit,ia669926,57.14
deposit,sw222292,233.36
deposit,jw598210,143.57
withdrawal,di506422,736.64
withdrawal,nh529233,566.89
deposit,sn317734,986.22
withdrawal,lf877239,871.85
withdrawal,sj515928,878.41
withdrawal,ce650119,381.00
withdrawal,gn184256,192.68
withdrawal,up358852,978.01
deposit,mz565781,324.65
withdrawal,ct405641,72.76
withdrawal,ql661017,992.27
deposit,gs479948,59.60
withdrawal,ef779785,292.41
withdrawal,qv416236,200.02
withdrawal,dy991054,162.54
withdrawal,eo354253,205.98
deposit,bt766102,315.13
withdrawal,po211385,597.02
deposit,wt710579,566.81
deposit,ys570572,471.14
deposit,vf611862,139.32
deposit,tc759325,600.81
withdrawal,jd235801,401.62
deposit,sa800838,991.42
withdrawal,fv740244,987.05
deposit,ie621775,27.78
deposit,ng982918,995.20
withdrawal,pd784404,263.00
deposit,bt293182,182.88
deposit,gb946504,599.51
withdrawal,jl666941,862.12
withdrawal,nh869874,450.34
deposit,nx509474,648.26
deposit,cv831068,125.00
withdrawal,zo598023,529.34
deposit,uf344501,66.10
withdrawal,tz456552,922.05
deposit,gx323914,170.29
deposit,vf611862,539.39
withdrawal,se184312,843.48
deposit,uf344501,702.65
deposit,yf506972,808.85
deposit,fm153275,962.89
withdrawal,rq354618,824.44
withdrawal,qb235683,150.31
withdrawal,rw288243,501.38
withdrawal,ie621775,274.35
withdrawal,vm423150,798.95
deposit,uy811249,857.54
withdrawal,tv924074,287.06
withdrawal,dr169375,161.54
withdrawal,fm655856,468.25
deposit,rl427190,795.99
withdrawal,pc432548,112.37
withdrawal,es461694,499.82
deposit,lz888969,29.73
withdrawal,fv958839,693.32
withdrawal,ig525784,478.41
deposit,nz748925,180.55
withdrawal,kg352753,569.59
deposit,ng982918,980.07
deposit,zf700740,76.81
deposit,yf506972,809.73
deposit,fw431659,598.69
deposit,lm940986,824.73
withdrawal,es461694,117.94
deposit,jw598210,327.61
deposit,ms323255,688.69
deposit,vg107077,663.06
withdrawal,hr108256,792.16
deposit,zx114329,853.89
deposit,hd510371,483.43
withdrawal,ye569395,789.43
deposit,mb318341,916.07
deposit,kv697704,472.15
deposit,gq863782,521.62
withdrawal,nh529233,499.67
withdrawal,rl427190,595.05
deposit,vl546169,990.74
deposit,nh285295,56.41
deposit,yg107456,110.38
deposit,ng982918,539.89
deposit,xu877837,885.33
deposit,lh588667,611.48
withdrawal,uy811249,530.80
